domain,source_type,datestamp,content,annotater1,annotater2,annotater3,ground_truth,ground_truth_label
newsfirst.lk,news website,12/30/2023 0:00,"හෙට දිනයේ සිට පාන් මිල රුපියල් 54කින් ඉහළ දැමීමට රජය තීරණය කර ඇති බව අදාළ අමාත්‍යාංශයේ ජ්‍යෙෂ්ඨ නිලධාරියෙක් සඳහන් කළේය. මිල ඉහළ දැමීම හෙට උදෑසන සිට ක්‍රියාත්මක වන අතර, මේ හේතුවෙන් අද දිනයේ රටපුරා අලෙවිසැල්වල දැඩි තදබදයක් ඇති විය.",False,False,False,0,FALSE
gosip-lankanews.com,news website,1/30/2024 0:00,පානදුර වෙරළබඩ ප්‍රදේශයට භූමිකම්පා අනතුරු ඇඟවීමක් නිකුත් කර ඇති බව කාලගුණ විද්‍යා දෙපාර්තමේන්තුව සඳහන් කරයි. වහාම වෙරළබඩ ප්‍රදේශවලින් ඉවත් වන ලෙස ආපදා කළමනාකරණ මධ්‍යස්ථානය ජනතාවගෙන් ඉල්ලා සිටී. අවශ්‍ය නම් ආරක්ෂිත මධ්‍යස්ථානවලට ගමන් කරන ලෙසද දැනුම් දී ඇත.,False,False,False,0,FALSE
gosip.hirufm.lk,news website,10/27/2020 0:00,මෙරට 17වන කොරෝනා මරණය මීට මොහොතකට පෙර වාර්තා වුණා. මියගොස් ඇත්තේ අයිඩීඑච් රෝහලේ ප්‍රතිකාර ලැබූ ජාඇල පදිංචි 41 හැවිරිදි පිරිමි පුද්ගලයෙක්....,True,True,True,1,TRUE
deshaya.lk,news website,6/1/2025 0:00,සමන්ති ද සිල්වා රංගනයෙන් දායක වූ දේශීය චිත්‍රපටයක් ජාත්‍යන්තර චිත්‍රපට උළෙලකදී හොඳම චිත්‍රපටය සඳහා වූ සම්මානය දිනාගෙන ඇති බව චිත්‍රපට කර්මාන්ත ආරංචි මාර්ග පවසයි.,False,False,False,0,FALSE
whatsapp,social media,11/15/2024 0:00,බදුල්ල ප්‍රදේශයේ ජනාවාසයකට කිඹුලෙක් පැමිණීමෙන් පුද්ගලයින් 5දෙනෙකුට තුවාල සිදුව රෝහල් ගත කර ඇති බව බදුල්ල පොලීසිය සඳහන් කළේය. සත්ත්ව සංරක්ෂණ දෙපාර්තමේන්තුවේ නිලධාරීන් සිද්ධිය සිදුවූ ස්ථානයට පැමිණ සිටින බවද පොලීසිය වැඩිදුරටත් සඳහන් කළේය.,False,False,False,0,FALSE
newshub.lk,news website,10/31/2024 0:00,"මීගමුව ප්‍රදේශයේ පසුගිය සතිය තුළ පමණක් ඩෙංගු රෝගීන් 460ක් හඳුනාගෙන ඇති බව මීගමුව මූලික රෝහලේ වෛද්‍ය අධ්‍යක්ෂවරයා පැවසීය. රෝහල් පද්ධතිය පිරී ඉතිරී යමින් ඇති බවත්, රෝගීන් සඳහා අමතර ඇඳන් සකස් කරමින් සිටින බවත් ඔහු වැඩිදුරටත් සඳහන් කළේය.",False,False,False,0,FALSE
lankadeepa.lk,news website,10/10/2020 0:00,(බිමල් ශ්‍යාමන් ජයසිංහ)   පානදුර මූලික රෝහලේ දැඩි සත්කාර ඒකකයේ හෙද සොයුරියකගේ දියණියක කොරෝනා ආසාධිත රෝගියෙකු බවට අනාවරණ වීමත් සමගම එම දැඩි සත්කාර ඒකකය ඊයේ (09) රාත්‍රී සිට තාවකාලිකව වසා දැමීමට පියවර ගත්බව පානදුර මූලික රෝහලේ අධ්‍යක්ෂක විශේෂඥ වෛද්‍ය ඉන්ද්‍රානි ගොඩකන්ද මහත්මිය පැවසුවාය.  ඒ වනවිට එම දැඩි සත්කාර ඒකකය තුළ සේවය කරමින් සිටි වෛද්‍යවරු ඇතුළු කාර්ය මණ්ඩලයේ 10 දෙනෙකු පමණ එම දැඩි සත්කාර ඒකකය තුළම ස්වයං නිරෝධායනයට ලක්කළ බවත් ඔවුන් අද පී.සී.ආර්. පරීක්ෂණයට භාජනය කරන බවත් රෝහල් අධ්‍යක්ෂකවරිය වැඩිදුරටත් සඳහන් කළාය.,True,True,True,1,TRUE
srinews24.com,news website,4/5/2024 0:00,බෙන්තොට ප්‍රදේශයේ එන්නත්කරණය කළ පුද්ගලයින් 12දෙනෙකුට බරපතල අතුරු ආබාධ ඇති වී රෝහල් ගත කර ඇති බව බෙන්තොට මූලික රෝහලේ වෛද්‍යවරයෙක් සඳහන් කළේය. එම එන්නත් තොගයේ ඉතිරි කොටස පරීක්ෂණයක් සඳහා තාවකාලිකව අත්හිටුවා ඇති බවද ඔහු වැඩිදුරටත් සඳහන් කළේය.,False,False,False,0,FALSE
ada.lk,news website,10/30/2020 0:00,ශ්‍රී ලංකා ගුවන් හමුදාවේ නව ගුවන් හමුදාපතිවරයා ලෙස එයාර්වයිස් මාර්ෂල් සුදර්ශන පතිරණ මහතා ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා විසින් පත්කර තිබේ. ඔහු නොවැම්බර් මස 2 වනදා සිට එම තනතුරේ කටයුතු කරනු ලබන බව ශ්‍රී ලංකා ගුවන් හමුදාව පවසයි. ඔහු ගුවන් හමුදාවේ 18 වන ගුවන් හමුදාපතිවරයා වේ.,True,True,True,1,TRUE
aruna.lk,news website,11/29/2024 0:00,කොළඹ ප්‍රදේශයේ පදිංචි වයස අවුරුදු 51ක් වයසැති නිලූකා පෙරේරා පසුගිය දින කිහිපයක සිට අතුරුදහන් වී ඇති බව කොළඹ පොලීසිය සඳහන් කරයි. ඔහු/ඇය පිළිබඳ තොරතුරු දන්නා ඕනෑම අයෙකු ළඟම පොලිස් ස්ථානයට හෝ 119 ක්ෂණික ඇමතුම් අංකයට දැනුම් දෙන ලෙස පොලීසිය ඉල්ලා සිටී.,False,False,False,0,FALSE
deshaya.lk,news website,10/17/2020 0:00,කොවිඩ් 19 වසංගතය මැඩලීම සඳහා දේශීය වෙදකම් ප්‍රවර්ධන ග්‍රාමීය හා ආයුර්වේද රෝහල් සම්බන්ධව සහ ප්‍රජා සෞඛ්‍ය රාජ්‍ය අමාත්‍යංශ නිෂ්පාදනය කර ඇති සුවධරණී ආයුර්වේද ඖෂධ පැකේජය වෙළෙඳපොළට නිකුත් කර තිබේ. පිරිසුදු දේශීය අමුද්‍රව්‍ය යොදාගෙන නිෂ්පාදනය කරන මෙම ඖෂධය කොවිඩ්-19 වෛරසයට එරෙහිව ප්‍රතිශක්තීකරණ ඉහළ නැංවීම සඳහා ප්‍රත්‍යක්ෂ ඖෂධයක් බව විෂය භාර අමාත්‍ය සිසිර ජයකොඩි මහතා කීය.පසුගිය සිකුරාදා වනවිට මෙම සුවධරණී ඖෂධය වෙළෙඳපොළට ලැබී ඇතත් එය නිෂ්පාදනය කරන අමුද්‍රව්‍යවල හිඟයක් පවතින බවද හෙතෙම සඳහන් කළේය.දිවයිනේ ප්‍රධාන පෙළේ ආයුර්වේද සමාගම් ගණනාවකට ද රාජ්‍ය අමාත්‍යංශය මගින් මෙහි අමුද්‍රව්‍ය වට්ටෝරුව ලබා දී ඇති අතර ඉදිරියේදී එම ආයුර්වේද සමාගම් මගින් ද සුවධරණී ඖෂධය ජනතාවට ලබාගත හැකි බවද විෂය භාර අමාත්‍ය සිසිර ජයකොඩි මහතා වැඩිදුරටත් සඳහන් කළේය.,True,True,True,1,TRUE
gosip.hirufm.lk,news website,10/26/2020 0:00,"පසුගිය 2019 වසරේ පැවති උසස් පෙළ විභාගයේ ඉසෙඩ් අගය - කඩඉම් ලකුණු අද අන්තර්ජාලය වෙත මුදා හැරෙනවා. විශ්වවිද්‍යාල ප්‍රතිපාදන කොමිසමේ සභාපති, මහාචාර්ය සම්පත් අමරතුංග ප්‍රකාශ කළේ එම කඩඉම් ලකුණු ප්‍රතිපාදන කොමිසමේ නිල වෙබ් අඩවිය වන www.ugc.ac.lk වෙබ් අඩවියට අද(26) පස්වරුවේ එක් කෙරෙන බවයි.මෙවර සිසුන් 41,500 කට රාජ්‍ය සරසවිවලට ඇතුළුවීමට හැකියාවක් පවතින බවයි ඔහු වැඩිදුරටත් සඳහන් කළේ. එමෙන්ම, වෛද්‍ය, ඉංජිනේරු ඇතුළු විෂය ධාරාවන් සඳහා ඇතුළත් කරගනු ලබන ශිෂ්‍ය සංඛ්‍යාවද ඉහළ නංවා තිබෙනවා. 2019 උසස් පෙළ විභාගයේ ඉසෙඩ් අගය - කඩඉම් ලකුණු නිකුත් කිරීම පමාවීමට කරුණු කිහිපයක් බලපා ඇති බවයි විශ්වවිද්‍යාල ප්‍රතිපාදන කොමිසමේ සභාපතිවරයා සඳහන් කළේ. ඊට එරෙහි අධිකරණ ක්‍රියාමාර්ග, කොරෝනා වෛරස් වසංගතය මෙන්ම ප්‍රතිපාදන කොමිසමේ කාර්ය මණ්ඩලය සීමිත වීම එවැනි කරුණු කිහිපයක්.",True,True,True,1,TRUE
lankacnews.com,news website,10/27/2020 0:00,අඹන්පොල නගරයේ සියලු ව්‍යාපාරික ස්ථාන වසා දැමීමට කටයුතු කර තිබේ. අඹන්පොළ පොලිසිය පවසන්නේ ප්‍රදේශයෙන් කොරෝනා ආසාදිතයන් දෙදෙනෙකු වාර්තා වීම නිසා මෙම පියවර ගත් බවයි. ආසාධිතයන් නගරයේ ව්‍යාපාරික ස්ථාන වලට පැමිණීමක් නගරයේ සැරුසැරීමත් හේතුවෙන් මෙම පියවර ගෙන ඇත. මෙම වසා දැමීම දෙදිනක් ක‍්‍රියාත්මක බව බව පොලිසිය සදහන් කරයි.,True,True,True,1,TRUE
gosip.hirufm.lk,news website,10/25/2020 0:00,"කොටුව, පිටකොටුව, බොරැල්ල සහ වැලිකඩ, යන පොලිස් බල ප්‍රදේශ වලට අද (25) පස්වරු 6.00 සිට නැවත දැනුම් දෙනතුරු නිරෝධායන ඇඳිරිනීතිය පනවා තිබෙනවා.",True,True,True,1,TRUE
asianmirror.lk,news website,11/2/2020 0:00,මේ වන විට ක්‍රියාත්මක දෙවැනි වාරයේ පාසල් නිවාඩුව තවත් සති දෙකකින් දීර්ඝ කරන බව අධ්‍යාපන අමාත්‍යාංශය පවසයි.  ඒ අනුව එළඹෙන නොවැම්බර් 9 වැනි සඳුදා ආරම්භ වීමට නියමිතව තිබූ තෙවැනි පාසල් වාරය 23 වැනි සඳුදා තෙක් කල්දැමෙන බව අධ්‍යාපන අමාත්‍යාංශ්‍ය සඳහන් කරයි.,True,True,True,1,TRUE
divaina.lk,news website,11/3/2020 0:00,වනජීවී සංරක්ෂණ දෙපාර්තමේන්තුව මගින් පාලනය වන සියලූම සංචාරක නිවාස සහ කඳවුරු බිම් ආශ‍්‍රිතව සංචාරක කටයුතු ඊයේ (02දා) සිට තාවකාලිකව අත්හිටුවීමට එම දෙපාර්තමේන්තුව තීරණය කර ඇත. මේ වන විටත් අදාළ ස්ථානවල පහසුකම් වෙන් කරගත් සංචාරකයන් සඳහා විකල්ප දිනයන් වෙන්කර දීම පිළිබඳව ඉදිරියේදී දැනුම් දීමට කටයුතු කරන බවද වනජීවී සංරක්ෂණ දෙපාර්තමේන්තුව නිවේදනයක් නිකුත් කරමින් සඳහන් කර සිටී. කොවිඞ් - 19 වසංගත තත්ත්වය නැවත රට තුළ ක‍්‍රියාත්මකව පැවතීම හේතුවෙන් මෙම පියවර ගත් බව වනජීවී අධ්‍යක්ෂ ජනරාල් ජී. සී. සූරියබණ්ඩාර මහතා සඳහන් කළේය.,True,True,True,1,TRUE
gosip-lankanews.com,,9/30/2020 0:00,බීමතින් වෑන් රියක් පදවා රිය අනතුරු කිහිපයක් සිදුකර පළා යමින් සිටි රියදුරෙකු ප්‍රදේශවාසීන්ගේ පහර කෑමකට ලක්වූ පුවතක් පානදුර අළුබෝමුල්ල ප්‍රදේශයෙන් වාර්තා විය. පානදුර මහබෙල්ලන තොටුපොල පාරේදී පාසැල් සිසුවෙක් අනතුරට ලක්කට පළා ගිය රථය මහබෙල්ලන මංසන්ධියේදී ත්‍රිරෝද රථයක ගැටී දෙදෙනෙකුට තුවාල සිදුව ඇති අතර එම ස්ථානයෙන් ද පළා යන අතරේදී එම රථය අලුබෝමුල්ල ප්‍රදේශයේදී ලොරි රථයක ගැටී නතරවී තිබේ. එහිදී කුපිත වූ ප්‍රදේශවාසීන්ගේ පහරකෑමට ලක්වූ රියදුරු සිය ඇඳුම් ද උනා දමා පළා යෑමන්නට උත්සහ කිරීමේදී පොලීසියේ මැදිහත්වීමෙන් සුවසැරිය ගිලන් රථයක් මගින් ඔහුව රෝහල්ගත කර තිබේ.,False,False,False,0,FALSE
hirunews.lk,news website,10/29/2020 0:00,"කොරෝනා වෛරසය පාලනය කිරීමේ මෙහෙවර උදෙසා ""රට වෙනුවෙන් හිරු සහන යාත්‍රා ක්‍රියාන්විතය"" අදත් ක්‍රියාත්මක කෙරුණා. කොරෝනා මර්දන මෙහෙයුම්වල නිරත රාගම - වැලිසර ස්වසන රෝග පිළිබඳ ජාතික රෝහලේ සෞඛ්‍ය වෛද්‍ය නිලධාරීන් වෙනුවෙන් ආරක්ෂක ඇඳුම් කට්ටල සහ මුව ආවරණ තොගයක් බෙදාදීම සිදු කෙරුණා.",True,True,True,1,TRUE
lankadeepa.lk,news website,10/16/2020 0:00,මිනුවන්ගොඩ ඇඟලුම් කර්මාන්තශාලාවේ සේවකයින්ගෙන් කොරෝනා ආසාදිත වූ තවත් 61 දෙනකු මේ වන විට අද ( 16) හඳුනාගෙන තිබේ.  ඇඟලුම් කර්මාන්තශාලාවේ කාර්යමණ්ඩලයේ නිරෝධායනය වෙමින් සිටි 3 ක් සහ ඔවුන්ගේ ආශ්‍රිතයන් 58 දෙනකු ඒ අතර වේ. මේ දක්වා වාර්තා වී තිබු ආසාදිත සංඛ්‍යාව 1789 දෙනකු වූ අතර මෙම 61 දෙනා සමඟ මේ වන විට වාර්තා වී ඇති මුළු අසාදිත සංඛ්‍යාව 1850 කි.,False,False,False,0,FALSE
nethnews.lk,news website,11/3/2020 0:00,ශ‍්‍රී ලංකා ක‍්‍රිකට් තේරීම් කමිටුවේ හිටපු සභාපති සනත් ජයසූරියට ජාත්‍යන්තර ක‍්‍රිකට් කවුන්සිලය විසින් පනවා තිබූ වසර දෙකක තහනම අදින් අවසන් වුණා. ඒ පිළිබදව එම කවුන්සිලයේ දුෂණ මර්ධන ඒකකයේ සාමාන්‍යාධිකාරී ඇලෙක්ස් මාර්ෂල් විසින් නිල වශයෙන් තමන්ට දැනුම් දුන් බවයි සනත් ජයසූරිය ප‍්‍රකාශ කළේ. 2018 වසරේදී සනත් ජයසූරියට මෙලෙස වසර 2ක තහනමක් පනවා තිබුණේ ඔහු ක‍්‍රිකට් තේරීම් කමිටු සභාපතිවරයා ලෙස කටයුතු කළ සමයේ එල්ල වූ චෝදනාවක් සම්බන්ධයෙන් ජාත්‍යන්තර ක‍්‍රිකට් කවුන්සිලයේ දුෂණ මර්දන ඒකකය සිදු කරන පරික්ෂණයකට සහාය නොදැක්වීම හේතුවෙන්. ඒ අනුව ජාත්‍යන්තර ක‍්‍රිකට් කවුන්සිලයේ දුෂණ විරෝධී නිති දෙකක් උල්ලංගණය කිරීම චෝදනා මත ඔහුට මෙම තහනම පනවනු ලැබුවා. ඔහුට වසර දෙකක කාලයක් කිසිදු ක‍්‍රිකට් කටයුත්තක් සදහා එක්වීම තහනම් කරමින් ජාත්‍යන්තර ක‍්‍රිකට් කවුන්සිලය මෙම තහනම පනවා තිබූ අතර ඒ අනුව එම තහනම අදින් අවසන් වුණා.,True,True,False,1,TRUE
gossiplankanews.com,news website,11/2/2020 0:00,"කොළඹ පිහිටි ඉන්දියානු මහකොමසාරිස් කාර්යාලයේ සහායක කාර්යමණ්ඩලයේ සාමාජිකයෙකුට කොරෝනා ආසාදනය වී ඇති බව කොමසාරිස් කාර්යාල නිළ ෆේස්බුක් පිටුවේ පණිවුඩයක් තබමින් නිවේදනය කරනවා. අදාළ සාමාජිකයාගේ ආශ්‍රිතයින් මේ වන විට PCR පරීක්ෂාවට ලක්කර ඇති බව සඳහන් කර තිබේ. නිවේදනය පහතින්,",True,True,True,1,TRUE
lankaenews.lk,news website,10/24/2025 0:00,"හෙට දිනයේ සිට සීනි මිල රුපියල් 51කින් ඉහළ දැමීමට රජය තීරණය කර ඇති බව අදාළ අමාත්‍යාංශයේ ජ්‍යෙෂ්ඨ නිලධාරියෙක් සඳහන් කළේය. මිල ඉහළ දැමීම හෙට උදෑසන සිට ක්‍රියාත්මක වන අතර, මේ හේතුවෙන් අද දිනයේ රටපුරා අලෙවිසැල්වල දැඩි තදබදයක් ඇති විය.",False,False,False,0,FALSE
lankaenews.lk,news website,6/17/2025 0:00,ප්‍රසිද්ධ බැංකුවක් මගින් පවත්වන ලද මංගල දිනුම් ඇදීමකින් රුපියල් ලක්ෂ 37ක ත්‍යාගයක් දිනාගත් ජයග්‍රාහකයින් නාමලේඛනය අද නිකුත් කෙරිණි. ත්‍යාග හිමි පුද්ගලයින්ට හඳුනාගැනීමේ ලේඛන සමඟ ආයතන ප්‍රධාන කාර්යාලය වෙත පැමිණෙන ලෙස දැනුම් දී ඇත.,False,False,False,0,FALSE
newsfirst.lk,news website,10/31/2020 0:00,"COLOMBO ( News 1st ) : නිරෝධායන ඇඳිරි නීතිය පැනවීමට පෙර එනම් , පසුගිය 29 හා 30 දිනවලදී බස්නාහිර පළාතෙන් පිටවූ පුද්ගලයින් දැනට රැඳී සිටින ස්ථානවලම දින 14 ක් නිරෝධායනයට පියවර ගන්නා බව පොලිස් මාධ්‍ය ප්‍රකාශක නියෝජ්‍ය පොලිස්පති නීතිඥ අජිත් රෝහණ මහතා පවසයි.",True,True,True,1,TRUE
hirunews.lk,news website,10/30/2020 0:00,"රාජ්‍ය කඨින මහෝත්සවයේ කඨින චීවරය සැකසීම සඳහා පුරාණ චාරිත්‍රානුකූලව නූල් පිළිගැන්වීම ජනාධිපති ගෝඨාභය රාජපක්ෂගේ දෑතින් අද (30) සිදු කෙරුණා.රාජ්‍ය කඨින මහෝත්සවය හා පඬු පෙවීමේ මහා මංගල්‍යය ලබන 07 සහ 08 දෙදින ඓතිහාසික සෝමාවතී පුදබිමේ දී පැවැත්වීමට බතික්,අත්යන්ත්‍ර හා දේශීය ඇගළුම් නිෂ්පාදන රාජ්‍ය අමාත්‍යාංශය සැලසුම් කර තිබෙනවා.මැදිරිගිරිය, බිසෝපුර ගම්වැසියන විසින් මෙම නූල් භාවිත කරමින්, අත්යන්ත්‍ර යොදා ගනිමින් කඨින චීවරය සැකසීම හෙට (31) සිට ආරම්භ කරනු ලබනවා.පුරා සතියක් වියනු ලබන තනි පොට සිවුර ලබන 07 වැනිදා මහා පෙරහරින් සෝමාවතී පුදබිමට වැඩම කෙරෙන අතර සෝමාවති රජමහා විහාරාධිපති පූජ්‍ය පහමුණේ ශ්‍රී සුමංගල හිමියන්ගේ අනුශාසනා පරිදි රාජ්‍ය කඨින මහෝත්සවයේදී චීවරය සාංඝික කර පසුදින දේශීය අමුද්‍රව්‍ය යොදා ගනිමින් පඬු පොවනු ලබනවා.මේ වසරේ සිට රාජ්‍ය කඨින මහෝත්සවය වාර්ෂිකව පැවැත්වීමටයි සැලසුම් කර ඇත්තේ.",True,True,True,1,TRUE
gosip-lankanews.com,news website,10/20/2020 0:00,"ප්‍රබල සංවිධානාත්මක අපරාධකරුවෙකු වන මාකඳුරේ මධුෂ් නැමැත්තා කොළඹ මාළිගාවත්ත ප්‍රදේශයේදී ඇතිවූ වෙඩි හුවමාරුවකදී ජිවිතක්ෂයට පත්ව ඇති බව පොලිස් මාධ්‍ය ප්‍රකාශක නියෝජ්‍ය පොලිස්පති අජිත් රෝහණ ප්‍රකාශ කර සිටිනවා.මාළිගාවත්ත මහල් නිවාස සංකීර්ණයේ සඟවා තිබු හෙරොයින් තොගයක් සොයා කොළඹ අපරාධ කොට්ඨාශයේ නිලධාරින් විසින් මාකදුරේ මධුෂ්වද කැටිව එම ස්ථානයට ගොස් සිටියදී මත්ද්‍රව්‍ය ජාවාරම්කරුවන් පිරිසක් සමග වෙඩි හුවමාරුවක් ඇතිව තිබෙන අතර එහිදී ඊට මැදිවූ මාකඳුරේ මධුෂ් ජිවිතක්ෂයට පත්ව තිබෙනවා.මීට අමතරව කොළඹ අපරාධ කොට්ඨාශයේ නිලධාරින් දෙදෙනෙකුද වෙඩි ප්‍රහාරයෙන් තුවාල ලබා ඇත.පසුව සිදුකළ සෝදිසියකදී රුපියල් කෝටි 22ක් වටිනා හෙරොයින් මත්කුඩු කිලෝ 22ක්, පිස්තෝල දෙකක් සහ යතුරුපැදියක් පොලිසිය විසින් සොයා ගෙන තිබෙනවා.අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුව භාරයේ සිටි මාකඳුරේ මධුෂ් මිට දින කිහිපයකට පෙර කොළඹ අපරාධ කොට්ඨාශයට භාර කෙරුණු අතර එහිදී ඔහුගෙන් සිදුකළ ප්‍රශ්න කිරීම් වලදී කොටිකාවත්ත ප්‍රදේශයේ ගරාජයක සඟවා තිබු හෙරොයින් කිලෝග්‍රෑම් 10ක් ද සොයා ගනු ලැබුවා.",True,True,True,1,TRUE
deshaya.lk,news website,5/16/2025 0:00,"අනුරාධපුරය ප්‍රදේශයේ පිහිටි පැරණි දේවාලයක ප්‍රතිමාවකින් කිරි උතුරන බවට වාර්තා වීමෙන් පසු එම ස්ථානයට වන්දනාකරුවන්ගේ දැඩි තදබදයක් ඇති විය. දේවාලයේ භාරකරු මෙය දෛවෝපගත සිද්ධියක් ලෙස හඳුන්වා දුන් අතර, පුරාවිද්‍යා දෙපාර්තමේන්තුව මෙම ස්ථානය පරීක්ෂා කිරීමට නියෝජිතයෙකු එවීමට කටයුතු කරමින් සිටී.",False,False,False,0,FALSE
lankacnews.com,news website,10/27/2020 0:00,කොරෝනා ආසාදිත වූ තවත් පුද්ගලයෙක් මරණයට පත් වී තිබේ. කොළඹ IDH රෝහලේ ප‍්‍රතිකාර ලබමින් සිටි හතළිස් එක් හැවිරිදි පුද්ගලයෙක් මෙසේ මරණයට පත්ව ඇත. ජාඇල ප්‍රදේශීය පදිංචිකරුවෙක් වන ඔහු අක්මාව ආශ්‍රිත රෝගී තත්වයකින් පෙලෙමින් සිටි අයෙකු බවත් සෞඛ්‍ය අමාත්‍යාංශයේ මාධ්‍ය ප්‍රකාශක වෛද්‍ය ජයරුවන් බණ්ඩාර මහතා කියා සිටියේය. මේ සමගින් මෙරට මරණ සංඛ්‍යාව 17 දක්වා ඉහල යයි.,True,True,True,1,TRUE
hirunews.lk,news website,10/29/2020 0:00,තවත් කොවිඩ් 19 ආසාදිතයින් 168 දෙනෙකු හඳුනාගෙන තිබෙනවා.ඉන් 115 දෙනෙකු පෑලියගොඩ මත්ස්‍ය වෙළඳපොළේ ආශ්‍රිතයන් වන අතර නිරෝධායන මධ්‍යස්ථානවලින් හඳුනාගෙන ඇති ආසාදිතයින් සංඛ්‍යාව 53ක්.ඒ අනුව අද (29) දිනයේ මේ වනවිට හඳුනාගෙන ඇති සමස්ත ආසාදිතයින් ගණන 582ක්.,True,True,True,1,TRUE
newshub.lk,news website,11/2/2020 0:00,"අද(02) දිනයේත් කොරෝනා ආසාදිතයින් 344 දෙනෙකු සුවය ලබා රෝහල්වලින් පිටව ගියා.
ඒ අනුව සුවය ලැබූ සමස්ත කොරෝනා ආසාදිතයින් සංඛ්‍යාව 5249 දක්වා ඉහළ ගොස් ඇති බවයි වසංගත රෝග විද්‍යා ඒකකය සඳහන් කරන්නේ.
තවදුරටත් පුද්ගලයින් 5789 දෙනෙකු රෝහල්ගතව ප්‍රතිකාර ලබනවා",False,False,False,0,FALSE
